ncomps	x	y	amplitude	err amplitude	shift	err shift	width	err width	rms	residual	chi2	dof	redchi2	aic
2.0	0.0	5.0	0.13564653965897885	0.008596587729496216	34.93636300121285	0.06050892863444935	0.7714939676588184	0.06599376316354261	0.03028511264242094	0.04563518102672349	328.268922261883	137.0	2.39612352015973	345.3435491275547
2.0	0.0	5.0	0.6969451748703192	0.009823534531649329	37.3823728086112	0.010265903236389585	0.5681021020265471	0.010639680879133813	0.03028511264242094	0.04563518102672349	328.268922261883	137.0	2.39612352015973	345.3435491275547
2.0	4.0	5.0	0.0663730728802778	0.005616576341239663	35.311311960155955	0.18140709444986658	1.0467648435329444	0.17947040289832647	0.02274103798956369	0.02871474248235556	229.76436503426763	137.0	1.6771121535348001	246.83899189993926
2.0	4.0	5.0	0.6075497910731107	0.010476036237143027	37.40074807173421	0.011320216055138438	0.5393342513551671	0.01086924037843287	0.02274103798956369	0.02871474248235556	229.76436503426763	137.0	1.6771121535348001	246.83899189993926
2.0	8.0	5.0	0.584097097127217	0.007866568207329045	37.415322129304805	0.00945449321354476	0.5592103257955368	0.010460224132241855	0.02343054891102361	0.023941192021870367	150.41653598767275	137.0	1.0979309196180493	167.49116285334435
2.0	8.0	5.0	0.1101232329145713	0.010278853848910835	38.93083593617965	0.03790555352951976	0.3110751492841754	0.03826408426217904	0.02343054891102361	0.023941192021870367	150.41653598767275	137.0	1.0979309196180493	167.49116285334435
2.0	12.0	5.0	0.5707012978041403	0.007603490607100922	37.67109401971415	0.01504533777920774	0.656844729847113	0.015893424891593847	0.024293749653074292	0.025573845371676025	159.17391923676428	137.0	1.1618534250858705	176.2485461024359
2.0	12.0	5.0	0.11755873720065378	0.013965336854199985	38.95268900039326	0.038252057245216686	0.28126838354988426	0.040297069490584835	0.024293749653074292	0.025573845371676025	159.17391923676428	137.0	1.1618534250858705	176.2485461024359
1.0	16.0	5.0	0.46269393191248925	0.008130978701502409	37.95909655869562	0.011472156267451891	0.565361816311394	0.011472156200048371	0.025118803127966677	0.030178290134731053	225.2406750019128	140.0	1.6088619642993771	233.53053007437657
1.0	20.0	5.0	0.3897749491859654	0.01389355626705899	38.04458743107755	0.015000682870740235	0.3644526408545578	0.01500068275412141	0.03446094203698951	0.03183198964324381	156.9645898869782	140.0	1.1211756420498442	165.254444959442
1.0	0.0	1.0	0.6202257629056557	0.009456249499516992	37.3471468108664	0.010629222382451505	0.6037564828004108	0.010629222419610455	0.03018860491397055	0.06203845712442012	726.9207413402893	140.0	5.192291009573495	735.2105964127531
2.0	4.0	1.0	0.0685381783559483	0.006223132481971652	35.12163299362471	0.11144497347311935	0.8608937923615342	0.12203241038614505	0.02292970532109767	0.028650347734045133	225.72472677518215	137.0	1.6476257428845413	242.79935364085378
2.0	4.0	1.0	0.5738028457427825	0.007706203519952125	37.3760301687012	0.010609408905103946	0.5453233551716778	0.010418203114142786	0.02292970532109767	0.028650347734045133	225.72472677518215	137.0	1.6476257428845413	242.79935364085378
2.0	8.0	1.0	0.5869416016968018	0.007941901974701916	37.40669395442999	0.009170968847281207	0.5442370962014923	0.010118575229929866	0.023370183860078386	0.023672112381072582	147.21127796628815	137.0	1.0745348756663369	164.2859048319598
2.0	8.0	1.0	0.09737896459854133	0.010164403663217966	38.92426560420616	0.04275256165541491	0.3151152101683366	0.04331147374161461	0.023370183860078386	0.023672112381072582	147.21127796628815	137.0	1.0745348756663369	164.2859048319598
2.0	12.0	1.0	0.5612714274272369	0.007850443106379883	37.64722612028828	0.01339891543338859	0.6311737501185746	0.014650346724549597	0.02456860150734074	0.02524523040314704	151.21362638968	137.0	1.1037490977348905	168.2882532553516
2.0	12.0	1.0	0.11037775905111884	0.012980122797660766	38.9675796785787	0.03956715790329416	0.27412726152696054	0.040668151175209985	0.02456860150734074	0.02524523040314704	151.21362638968	137.0	1.1037490977348905	168.2882532553516
1.0	16.0	1.0	0.4164620269745214	0.00834546174680353	37.94251073661808	0.012836895980295276	0.554773982688419	0.012836895982087428	0.02553883600727983	0.029443984421356293	206.4401431766305	140.0	1.4745724512616465	214.72999824909422
1.0	20.0	1.0	0.33315247617808547	0.01429213489142309	38.047740931339966	0.017821566548851413	0.35976635381088	0.01782156642148247	0.035220931118301255	0.03162973657432976	144.87750609593508	140.0	1.034839329256679	153.16736116839883
